Name,Current Price,Old Price,Discount,Date
"Lenovo 8GB RAM, 320GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 13,900","KSh 20,000",31%,2025-07-05
"HP ProBook X360 11 G4 EE Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Inch Touchscreen Windows 10 Pro MS Office 2021, HDMI, 2 - IN - 1 Convertible Slim Refurbished Laptop","KSh 21,500","KSh 33,000",35%,2025-07-05
Lenovo Lenovo-ThinkPad X1 Yoga X360 Intel Core i7 8th Gen 16GB RAM 512GB SSD 14 Inch FHD Touchscreen 2 in 1 Convertible Refurbished Laptop + Stylus Pen,"KSh 45,499","KSh 58,000",22%,2025-07-05
HP REFURBISHED PROBOOK 11 G3 PENTIUM 8GB RAM 128GB SSD TOUCH X360,"KSh 14,999","KSh 18,999",21%,2025-07-05
"Lenovo  Thinkpad T470s Refurbished -Core I5 -16GB RAM -512GB SSD-Dos-14""","KSh 30,699","KSh 37,000",17%,2025-07-05
"HP EliteBook 840 G1 8GB Ram, 128 GB SSD, 14'' Screen Display Refurbished Intel Core I5 Laptop. Bluetooth,Webcam, Windows 11 PRO Activated, Office & Software Installed + Free Bag + Charger + Wireless Mouse,MousePad + Extension","KSh 18,500","KSh 28,000",34%,2025-07-05
HP Refurbished EliteBook 840 G3 Core I7 8GB RAM 256GB SSD 14 Inch 6th Gen Win 10 + Bag.,"KSh 24,900","KSh 38,000",34%,2025-07-05
HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished 6 Months Warranty.,"KSh 15,000","KSh 28,000",46%,2025-07-05
"HP ZBook Firefly 14 G7-Touchscreen-Core I7-10th Gen-16GB RAM-512 SSD-Refurbished-14""-Win 11 Pro-Grey","KSh 49,999","KSh 70,000",29%,2025-07-05
"DELL Latitude 3310 2 In 1, Intel Core I5 8th Generation, 8GB RAM 256GB SSD Windows 11 Pro, Quad Core, 13.3 Inches FHD Touchscreen, HD Camera, Usb Type C, USB, HDM1 2 In 1  Laptop PC","KSh 28,499","KSh 32,000",11%,2025-07-05
"DELL Refurbished 5400 Core I5 8GB RAM 256GB SSD 8th Gen 14"" FHD Touchscreen Windows 11 Pro Business Laptop + Free Bag","KSh 25,899","KSh 39,000",34%,2025-07-05
"Apple MacBook Pro 13""- Core I5 -16GB RAM, 512GB SSD (2012) Laptop -Silver Refurbished, 6 Months WRTY","KSh 34,499","KSh 52,000",34%,2025-07-05
"HP REFURBLISHED Elitebook 830 G5  8th Generation Intel Core I5 Processor 8GB Ram 256 GB SSD Storage 13.3"" Diagonal Full HD Display 6 Months Warranty","KSh 26,500","KSh 32,000",17%,2025-07-05
"HP 10TH Generation, EliteBook 840 G7 Intel Core I5 8GB RAM 256GB SSD  QuadCore 14 Inches FHD , Windows 11 Pro Notebook Refurbished Laptop","KSh 33,999","KSh 40,000",15%,2025-07-05
HP Laptop Battery JCO4 For Pavilion 15-BS000 15-BW000 17-BS 17-AK 17T-BS 15Q-by 1 15G-BR 15Q-BU 15-BS 15-BW Series,"KSh 3,350","KSh 4,000",16%,2025-07-05
"Lenovo Refurbshed Thinkpad T470S Core I5 16GB Ram 512GB SSD, 6th Generation 14 Inches","KSh 30,799","KSh 37,000",17%,2025-07-05
"HP EliteBook 1030 G3 X360 8th Gen Intel Core I7-8650U @1.9GHz 8GB RAM 512GB SSD 13.3"" FHD TouchScreen Refurbished","KSh 44,100","KSh 59,900",26%,2025-07-05
"Apple MacBook Pro 13""- Core I5 -8GB RAM, 256GB SSD (2012) Laptop -Silver","KSh 22,899","KSh 28,000",18%,2025-07-05
"Asus Chromebook Laptop C202, Intel Celeron N3060, 4GB RAM, HDMI,WiFi, Bluetooth, Camera, Playstore, Chrome OS, Refurb.","KSh 7,999","KSh 12,999",38%,2025-07-05
"DELL Refurbished Latitude 3310 X360 Core I5 8GB RAM 256GB SSD 2 In 1 Quad Core 8th Gen 13.3"" Touchscreen Windows Laptop + Bag","KSh 32,700","KSh 40,000",18%,2025-07-05
"HP 14-Intel Core I3(1315U)-8GB RAM+512GB SSD-14""-Windows 11-Silver  (1YR WRTY)","KSh 56,999","KSh 60,000",5%,2025-07-05
"Lenovo Refurbished Thinkpad X131e - 11.6"" - Intel Dual-Ccore - 4GB RAM - 320GB HDD - Black (6 Months WRTY)","KSh 10,299","KSh 26,998",62%,2025-07-05
"HP Refurbished Laptop  Elitebook 840 G1 Core I5, 8GB RAM, 256GB  14"" SSD Windows 10 Trial","KSh 16,998","KSh 21,000",19%,2025-07-05
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' REFURBISHED","KSh 15,698","KSh 32,000",51%,2025-07-05
"HP Spectre X360 2-in-1 Laptop, Core Ultra 7 155H, 16GB RAM, 1TB SSD, 14"" 2.8K OLED 120Hz Touch Screen, Fingerprint Reader, Nightfall Black (1YR WRTY)","KSh 220,000","KSh 240,000",8%,2025-07-05
"Acer 11.6"" HD Touchscreen Chromebook C731 – C734T - HD - Intel Celeron Dual-core - 4 GB RAM - 32 GB SSD Flash Memory  - Intel UHD Graphics – Wifi, HDMI , Bluetooth, Camera Playstore Chrome OS Refurb","KSh 9,999","KSh 20,598",51%,2025-07-05
"Lenovo Renewed Lenovo 11e - 11.6"" Celeron 128GB SSD-4GB RAM","KSh 10,800","KSh 24,000",55%,2025-07-05
"Lenovo Refurbished X390 Yoga Core I5 TOUCHSCREEN X360 8th Gen 16GB +256GB SSD 13.3"" FHD X360 +Stylus Pen  (6 Months WRTY)","KSh 28,360","KSh 42,000",32%,2025-07-05
"HP  Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 27,999","KSh 45,000",38%,2025-07-05
"HP  Refurbished Laptop EliteBook 830 G7 X360 Core I5 10th Gen 16GB 512GB SSD 13.3"" Touchscreen-Silver-win 11 (6 Months WRTY)","KSh 47,000","KSh 55,000",15%,2025-07-05
"Lenovo Refurbished  8GB RAM, 500GB Hard Disk, X131e 12.5'' Screen Display, HDMI Port & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 14,999","KSh 20,000",25%,2025-07-05
"Lenovo Refurbished 300e x360 8GB 128GB SSD 2nd Gen 11.6"" Touchscreen Intel Pentium, Windows 11 Pro slim Laptop  + Wireless Mouse","KSh 13,999","KSh 19,000",26%,2025-07-05
DELL REFURBISHED 5400 Intel(R) Core(TM) I7 8th Gen 16 GB RAM 256 SSD 14 Inch Windows 11,"KSh 31,999","KSh 42,000",24%,2025-07-05
"HP Refurbished EX-UK EliteBook X360 1040 G8 Notebook PC, Intel Core I7 11th Gen, 16GB RAM 256GB SSD, 14 Inches FHD Multi-Touch Display, Windows 11 Pro","KSh 64,000",N/A,N/A,2025-07-05
"HP Refurbished ProBook 11 X360 G4 Core I5 8GB 256GB SSD 8th Gen 11.6"" Touchscreen Laptop","KSh 20,990","KSh 25,000",16%,2025-07-05
HP REFURBISHED CHROMEBOOK 14 G4 INTEL CELERON 4GB RAM 16GB SSD WITH WINDOWS INSTALLED,"KSh 9,799","KSh 15,999",39%,2025-07-05
"Lenovo Hot Offers-Lenovo ThinkPad Yoga 11e X360 Celeron 4GB RAM  128GB SSD Refurbished Laptop Touchscreen 11.6 Inch Screen Size Laptops,Windows And Office Installed High Quality Computer","KSh 11,599","KSh 18,000",36%,2025-07-05
"HP 8GB Ram, 256 GB SSD, 500GB Hard Disk Storage, 14'' Display EliteBook 840 G3 Intel Core I5 6th Gen Refurbished Laptop Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Wireless Mouse,Mousepad + Extension","KSh 30,750","KSh 43,000",28%,2025-07-05
HP Refurbished Pro 612 X2 Core I5 4th Gen 8gb Ram 256gb Ssd Touchscreen,"KSh 17,599","KSh 22,500",22%,2025-07-05
"HP Refurbished EliteBook 820 G3 Core I5 8GB-512GB SSD 6th Gen 12.5"" Renewed Windows 10","KSh 24,999","KSh 30,000",17%,2025-07-05
"HP Refurbished EX-UK EliteBook x360 830 G6 Multi-Touch 2-in-1 Notebook, 13.3"" FHD Touchscreen, 1.9 GHz Intel Core i7-8665U, 16GB RAM 512GB SSD, Windows 11 pro","KSh 42,999",N/A,N/A,2025-07-05
Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop,"KSh 19,560","KSh 27,899",30%,2025-07-05
"HP Refurbished Stream 11 Pro 11.6"" Intel Celeron 4GB RAM 64GB SSD Laptop UltraSlim, (6 Months WRTY)","KSh 12,490","KSh 15,000",17%,2025-07-05
HP SUPER CLEAN EX UK ELITEBOOK 1040 G8 X360 LAPTOP INTEL CORE I7 16GB RAM DDR 4 512GB SSD NVME TOUCHSCREEN 11TH GENERATION WINDOWS 11 PRO 14 INCHES,"KSh 65,000","KSh 70,000",7%,2025-07-05
Apple Mac Book Pro 2017,"KSh 52,500","KSh 69,000",24%,2025-07-05
"Apple Refurbished 8GB Ram, MacBook Pro 13''(2012) Fast 256gb SSD, Macbook Operating System Installed, Office Installed,Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 24,999","KSh 28,000",11%,2025-07-05
HP EliteBook 840 G7 10th Gen Core I5-16GB RAM-256GB SSD-Refurbished-Windows 11 Pro -Silver-14'' Touchscreen,"KSh 39,999","KSh 50,000",20%,2025-07-05
"HP EliteBook 840 G6 Touchscreen 8th Gen-Core I7-16GB RAM, 512GB-SSD-Refurbished-14""- Silver-Win 11 (6 Months WRTY)","KSh 37,999","KSh 50,000",24%,2025-07-05
"Asus ROG Zephyrus G16 (GU605MV),Intel Core Ultra 9 185H 2.3 GHz, 16GB + 16GB(32GB) LPDDR5X Onboard, 1TB M.2 NVMe  SSD, 16.0"" WQXGA 2.5k (2560x1600) OLED IPS Level ROG Nebula Display, NVIDIA GeForce RTX 4060 8GB ,Windows 11, Color: Platinum White, 1YR Warranty","KSh 382,400","KSh 400,000",4%,2025-07-05
"Lenovo Refurbished X390 Yoga Core I5 8th Gen 16GB +256GB SSD 13.3"" FHD X360 +Stylus Pen + Bag (6 Months WRTY)","KSh 30,000","KSh 34,500",13%,2025-07-05
"RJ45 CAT5 ,CAT6 Ethernet Network Connector","KSh 200 - KSh 1,450","KSh 210 - KSh 1,500",18%,2025-07-05
"Lenovo 8GB RAM 128GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 19,300","KSh 20,000",4%,2025-07-05
"Lenovo  ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 18,199","KSh 28,000",35%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, Slim Model , 12GB RAM 500GB HDD -14"", Black","KSh 17,500","KSh 32,000",45%,2025-07-05
HP Refurbished Laptop Elite x2 1012 G2 Detachable 2-in-1 Intel Core i5 7th Gen 8GB RAM 256GB SSD 12.3 Inches HD Touchscreen Display Stylus Pen,"KSh 39,000","KSh 42,999",9%,2025-07-05
"Lenovo Renewed Thinkpad T460 Core I5 8GB Ram 256GB SSD, 6th Generation 14 Inch","KSh 19,399","KSh 28,000",31%,2025-07-05
"HP Refurbished EliteBook 8470p - Core I5 - HDD 500GB - 4GB RAM DVDRW CAM Silver - 14"" (6 Months WRTY)","KSh 13,699","KSh 19,999",32%,2025-07-05
HP ProBook x360 435 G8 13.3inch Touchscreen 2 in 1 Notebook AMD Ryzen 7 Pro with Radeon Graphics 5850U 1.9 GHz 16 GB RAM 512 GB SSD Windows 11 Pro 16CPUs (Refurbished),"KSh 48,000","KSh 50,000",4%,2025-07-05
"HP OMEN By H*P X Gaming 15-dc0xxx-Intel Core I7-8750- 16GB Ram -512GB SSD , 4GB GTX 1050 Ti With Max Q-Design Graphic","KSh 55,000","KSh 110,000",50%,2025-07-05
"Lenovo 8GB RAM, 320GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 13,900","KSh 20,000",31%,2025-07-05
"Lenovo Thinkpad T470s Refurbished -Core I5 -8GB RAM -256GB SSD-Dos-14""","KSh 19,490","KSh 30,000",35%,2025-07-05
"HP Refurbished EliteBook 820 G3 Core I7 8GB RAM 256GB SSD 6th Gen 12.5"" Ultraslim Laptop","KSh 22,999","KSh 32,000",28%,2025-07-05
"HP Refurbished EliteBook 820, Intel Core I5,  Slim Model , 500HDD, 4GB RAM , Black- 12.5""","KSh 16,299","KSh 29,999",46%,2025-07-05
HP Refurbrished Elitebook 840 G1 Has A 14.0-inch Display. An Intel Core I5 4th Gen 8GB DDR3 RAM 500gb Hdd.windows 10 Pro Installed And Activated,"KSh 20,000","KSh 24,000",17%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel  Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB - Black + WIRELESS RECHARGEABLE MOUSE","KSh 11,874","KSh 20,000",41%,2025-07-05
"HP Refurbished EX-UK Elitebook X360 830 G6 2 In 1 Laptop, 8th Generation Intel Core I7, 16GB RAM 512GB SSD, Windows 11 Pro 64-bit, Intel UHD Graphics 620, 13.3 Inch FHD Touchscreen Display","KSh 42,999",N/A,N/A,2025-07-05
"HP ELITEBOOK 840 G3, CORE I5 6TH GEN, 8GB RAM, 256GB SSD , 14"" SCREEN RREFUBRISHED touchscreen","KSh 23,999",N/A,N/A,2025-07-05
"Lenovo Refurbished EX-UK ThinkPad X1 Carbon Gen 9 14 Inch Touchscreen Ultrabook, 11th Generation Intel® Core™ I7-1165G7 Processor, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Pro","KSh 69,000",N/A,N/A,2025-07-05
HP Refurbished EX-UK EliteBook X360 1040 G8 Laptop  11th Generation Intel Core I7 3.0 GHz 16GB RAM 512GB SSD 14 Inches FHD Multi-Touch Display,"KSh 66,000",N/A,N/A,2025-07-05
Lenovo ThinkPad X240 Intel Core I5 8GB RAM 256 GB SSD 12.5'' Black Refurbished 6Months Warranty.,"KSh 14,490","KSh 36,000",60%,2025-07-05
"DELL  Renewed Latitude 7280, Core I5 -7300U 7th Gen 2.60GHz, 8GB RAM, 256GB SSD, - 12.5""","KSh 17,999","KSh 30,000",40%,2025-07-05
"HP EliteBook x360 1040 G7, Intel Core i7 10th Gen, 16GB RAM, 512GB SSD, 14 Inches FHD Touch Display, Intel UHD Premium Graphics, Windows 11 Pro","KSh 63,000","KSh 80,000",21%,2025-07-05
HP Refurbished Laptop EliteBook 840 G5 Core I7 8GB 256GB SSD 8th Gen 14'' Touchscreen Ultrabook Laptop,"KSh 32,000","KSh 35,000",9%,2025-07-05
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" Inch 4GB RAM 500GB HDD Win10, 6 Months WRTY","KSh 17,000","KSh 19,000",11%,2025-07-05
"DELL Refurbished Latitude 7250, Core I7, 8Gb RAM. 256Gb SSD, Keyboard Backlit, 13.3Inches","KSh 18,899","KSh 34,000",44%,2025-07-05
"Lenovo Refurbished Thinkpad T470s Core I5, 7th Generation, 8GB Ram 256GB SSD, 14 INCH (6 Months WRTY","KSh 22,500","KSh 25,000",10%,2025-07-05
"HP EliteBook 840 G7 Intel Core i5 8GB RAM 256GB SSD 10TH Generation, QuadCore 14 Inches FHD Touchscreen, Windows 11 Pro Notebook Refurbished Laptop","KSh 39,999","KSh 55,000",27%,2025-07-05
HP H*P Pavilion Power 15-cb518TX 2017 15.6-inch Lap Top (7th Gen I5-7300HQ/16GB/512/Windows 11,"KSh 35,000","KSh 50,000",30%,2025-07-05
"Lenovo Refurbished T490s,touchscreen Intel Core I7 8th Gen, 16GB RAM, 512GB SSD","KSh 38,999","KSh 50,000",22%,2025-07-05
"HP AMD Ryzen 5 5625C, 14.0 Inch FHD, 16GB RAM, 128 GB SSD, ChromeOS","KSh 18,000",N/A,N/A,2025-07-05
"Lenovo Thinkpad X280 Intel Core I5 8th Gen- 8GB RAM 256GB SSD, Refurbished 13'' Black (6 Months WRTY)","KSh 19,499","KSh 35,000",44%,2025-07-05
Laptop Battery For Lenovo G50/30/70/80 - Black,"KSh 2,450","KSh 4,500",46%,2025-07-05
HP EliteBook 840 G3 8GB 256GB SSD 14 Inch Core I5 6th Gen Win 10 Ultraslim Laptop Silver (6 Months WRTY),"KSh 22,900","KSh 38,000",40%,2025-07-05
HP  ENVY x360 15-ew0023dx Intel Core i7 13th Gen 16GB RAM 512GB SSD 15.6 Inches FHD Multi-Touch Display,"KSh 99,999","KSh 120,000",17%,2025-07-05
"HP Refurbished EX-UK EliteBook 840 G8 14"" Notebook - Full HD - 1920 X 1080, Intel Core I7 11th Gen 2.80 GHz, 16 GB RAM, 512 GB SSD - Silver","KSh 55,000",N/A,N/A,2025-07-05
"HP GAMING LAPTOP ELITEBOOK 755 G5 , 14 INCH Non-Touch, AMD Ryzen 7 3700U, 16 GB RAM, 256GB SSD,4GB GRAPHICS,WINDOWS 11 PRO","KSh 35,000","KSh 70,000",50%,2025-07-05
"HP EliteBook 820, Intel Core I7 ,8GB RAM , 500HDD, Black- 12.5""-Refurbished","KSh 18,498","KSh 35,000",47%,2025-07-05
HP GAMING-LAPTOP -HP ELITEBOOK 755 AMD RYZEN 7 16GB RAM 256GB SSD (6 Months WRTY),"KSh 32,000","KSh 60,000",47%,2025-07-05
"Lenovo REFURBISHED L440 Intel Core I5 8GB RAM 128GB SSD,Windows 10 Pro","KSh 18,000",N/A,N/A,2025-07-05
HP OMEN by H*P X Gaming 15-dc0xxx-Intel Core i7-8750H 2.90GHz CPU-16 GB Ram DDR4-512 SSD NVIDIA GTX 1050 Ti 4GB WINDDOWS 11,"KSh 55,000","KSh 120,000",54%,2025-07-05
"HP Brand New  NoteBook 15  Intel Celeron 4GB 500GB  15.6"" Display","KSh 45,000",N/A,N/A,2025-07-05
"HP H*P 15-dw3xxx Laptop, 11th Gen Intel Core I7-1165G7 Processor, 8 GB RAM, 256 GB SSD Storage, , Windows 10 Pro, IRIS Grahics","KSh 32,000","KSh 55,000",42%,2025-07-05
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GB SSD Touchscreen -14"" (6M WRTY)","KSh 37,999","KSh 59,999",37%,2025-07-05
"HP Refurbished EliteBook   Intel Core I5, 4GB RAM, 500GB HDD, 14''  Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad.","KSh 15,999","KSh 25,000",36%,2025-07-05
"HP Refurbished EliteBook 840 G3, Core I5 (6th Gen), 8GB RAM, 256GB SSD, Windows 10 Pro, 14 Inch Display (Intel® HD Graphics 520), Silver","KSh 20,999","KSh 26,000",19%,2025-07-05
HP  Refurbished Elitebook 1030 G3 Core I7 16GB RAM 512GB SSD X360 8th Gen 2-In-1 Convertible 13.3 Touchscreen FHD,"KSh 43,999","KSh 50,000",12%,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM- 256SSD -12.5"", Sliver","KSh 20,899","KSh 33,500",38%,2025-07-05
HP Refurbished EliteBook 830 G7 Core I7 16GB 512GB SSD 10th Gen 13.3 Inch FHD Touchscreen Laptop,"KSh 46,999","KSh 55,000",15%,2025-07-05
"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-Touchscreen- Refurbished- 13""-Black-Win 10 (6 Months WRTY)","KSh 21,500","KSh 28,000",23%,2025-07-05
DELL REFURB LATITUDE 7280 INTEL CORE I5 6TH GEN 8GB RAM 256GB SSD TOUCH-SCREEN,"KSh 21,499","KSh 28,000",23%,2025-07-05
"HP Refurbished Elitebook 1030 G4 X360 Core I7 16GB 512GB SSD 2in1 Convertible 13.3 Touchscreen FHD, WINDOWS 11 PRO INSTALLED AND ACTIVED PLUS COMPLETE CHARGER","KSh 47,000","KSh 58,000",19%,2025-07-05
"DELL Latitude 7280 7th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 10 (6 Months WRTY)","KSh 19,000","KSh 30,000",37%,2025-07-05
"Lenovo IdeaPad 1, Intel Celeron N4020, 8GB RAM, 256GB SSD, 14"" HD Display, Windows 11 Pro, Cloud Grey+Bag+Woofer (1YR WRTY)","KSh 39,999","KSh 45,000",11%,2025-07-05
"DELL Latitude 7300 Laptop (13-inch) 8th Gen Intel Core I5, 8GB RAM, 256GB Storage, And UHD Graphics 620","KSh 21,499",N/A,N/A,2025-07-05
"DELL Core I5, 8GB, 256 GB SSD Windows 10 Trial Refurbished Latitude 7440, 14.0''","KSh 15,999",N/A,N/A,2025-07-05
"HP Refurbished EX-UK Probook X360 435 G8 Amd Ryzen™ 5 Processor 2.3 Ghz, 13.3 Inch Touchscreen 16GB RAM 256GB SSD Windows 11 Pro","KSh 43,000",N/A,N/A,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Generation ,Intel Core I7 , 16GB RAM-SSD 512GB -12.5"", Silver","KSh 25,649","KSh 40,000",36%,2025-07-05
"HP Refurbished Elitebook 840 G5, Core I5, 8GB RAM, 256GB SSD, 8th Generation, Windows 11 Pro - SILVER","KSh 32,999","KSh 33,000",1%,2025-07-05
HP  EliteBook 830 G6 Core I5 8th Gen 8GB RAM 256GB SSD 13.3 Inches Touchscreen Full HD Ultra-Slim Refurbished Laptop,"KSh 29,999",N/A,N/A,2025-07-05
"DELL  Latitude 5300 Core I5 Touchscreen-8th Gen-16GB RAM -512GB  SSD-Refurbished-Windows 11- 11""","KSh 26,999","KSh 36,000",25%,2025-07-05
"HP Refurbished ProBook 640 G5 Intel® Core™ I5-8265u Laptop 35.6 Cm (14"") Full HD 8 Gb Ddr4-sdram 256 Gb Ssd Wi-fi 6 (802.11ax) Windows 10 Pro","KSh 25,999","KSh 40,000",35%,2025-07-05
"HP Refurbished Elitebook 745 G6 16GB RAM 256GB SSD AMD Ryzen 5 Pro 3500U 2GB Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop (6 Months WRTY)","KSh 31,900","KSh 40,000",20%,2025-07-05
"Lenovo IdeaPad Flex 5, Intel Core i7-1255U, 8GB RAM, 512GB SSD, Windows 11, 14"" WUXGA Touchscreen, Grey","KSh 86,999","KSh 95,000",8%,2025-07-05
"HP  EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, (6 Months WRTY)","KSh 17,999","KSh 25,759",30%,2025-07-05
"HP Refurbished EliteBook 8470p, Intel Core I5, 8GB RAM,500GB HDD, 14''   FREE WIRELESS MOUSE RECHARGEABLE","KSh 14,724","KSh 25,000",41%,2025-07-05
HP Refurbished Elitebook X360 1040 G5 Core I7 16GB RAM 512GB SSD  8th Gen 14 Inches Touchscreen 2 In 1 Laptop,"KSh 53,999","KSh 70,000",23%,2025-07-05
"Apple Refurbished MacBook pro 13''(2012)16 GB RAM, 1TB HARDISK Storage, Macbook Operating System Installed, Office Installed,Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 28,500","KSh 34,000",16%,2025-07-05
"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Renewed Windows 10","KSh 19,398","KSh 35,000",45%,2025-07-05
"HP Refurbished EliteBook 830 G5 Core I5 8GB RAM 256GB SSD 8th Gen 13.3"" Slim Laptop","KSh 27,074","KSh 35,000",23%,2025-07-05
"Toshiba REFURBISHED Portege X20W, 12-inch, X360 Touchscreen, Intel Core I3-7100U, 8GB RAM + 256GB SSD","KSh 19,000",N/A,N/A,2025-07-05
Apple MacBook Air Core i5 2015 8GB RAM 256 GB SSD 13 Inches A1466  MacOS Ultra Slim Refurbished Laptop,"KSh 37,000","KSh 53,000",30%,2025-07-05
"DELL Renewed Latitude 7280, Core I5 -6300U 6th Gen 2.60GHz, 8GB RAM, 256GB SSD 6Months Warranty","KSh 17,370","KSh 40,000",57%,2025-07-05
"HP Refurb HP 1030 G2, 8GB 256GB SSD - Intel Core I5","KSh 33,000","KSh 41,000",20%,2025-07-05
"Lenovo 8GB RAM, 500GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 14,500","KSh 20,000",28%,2025-07-05
"Lenovo ThinkPad X1 Carbon G10 – 14 Inches - 12th Gen Intel Core I7 - 16GB - 512GB SSD - Win 11 Pro, Black(1 YR WRTY)","KSh 310,050","KSh 620,100",50%,2025-07-05
"HP Refurbished EliteBook 8460p Core I5, 8GB Ram, 500GB + FREE Mouse, 6 Months WRTY","KSh 16,000","KSh 18,000",11%,2025-07-05
"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-8GB RAM -256GB SSD-Refurbished-Windows 11 Pro, Office 2021,  13Inch + Wireless Mouse","KSh 24,224","KSh 30,000",19%,2025-07-05
"HP Refurbished Elitebook  820 G3 6th Gen  ,  Corei5, 16GB RAM-1TB HDD -12.5"", Sliver","KSh 23,999","KSh 32,500",26%,2025-07-05
HP Pavilion H*P Power 15-cb0xx 15inch Gaming Laptop I5-7300HQ 8GB RAM 256 GB SSD 4GB GRAPHICS 1050 GTX,"KSh 35,000","KSh 70,000",50%,2025-07-05
"HP Refurbished Elitebook 810 Revolve G3 -Core I5 Ram 8gb - Ssd 256gb - 11.6""- Silver","KSh 25,499","KSh 32,000",20%,2025-07-05
"Lenovo ThinkPad L480 14' Intel Core I5 8250U 8th Gen-16GB RAM, 512GB SSD, Refurb Win 10 Pro","KSh 31,499","KSh 44,000",28%,2025-07-05
"HP EliteBook 830 G8 Intel core i7 16GB RAM 512GB SSD 11 Genaration 3.0GHz Processor speed, windows 11 pro, 13.3 inches FHD, HD Camera, USB type c, USB, HDMI Notebook PC","KSh 60,999","KSh 72,000",15%,2025-07-05
"HP EliteBook 830 G7 Core i5 10th Generation 16GB RAM 512GB SSD 13.3 Inches Touchscreen, Windows 11 Pro, Quad Core, HDMI, Refurbished Laptop +Bag","KSh 42,800","KSh 48,000",11%,2025-07-05
"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 22,499","KSh 34,000",34%,2025-07-05
HP Spectre 13 Gemcut,"KSh 105,000","KSh 110,000",5%,2025-07-05
"Lenovo Refurbished Thinkpad T470s Core I5, 7th Generation, 8GB Ram 256GB SSD,  14 Inches  (6 Months WRTY)","KSh 23,999","KSh 39,999",40%,2025-07-05
"HP EliteBook 840 G5 Intel Core I5 8th Gen 8GB, 256 GB SSD WIN 11 (6 Months WRTY)","KSh 28,000","KSh 30,000",7%,2025-07-05
DELL REFURBISHED Latitude 3340 Intel Core I3 8gb Ram Memory 256gb Ssd 4thgeneration Touchsreen,"KSh 16,000",N/A,N/A,2025-07-05
HP REFURBISHED ELITEBOOK 830 G7 10th GEN Core I5-10210U (1.60 GHz) 8GB Ram 256GB SSD 13.3’’,"KSh 36,299","KSh 61,999",41%,2025-07-05
"New Screen Replacement for HP Elitebook 840 G3, HD 1366x768, Glossy, LCD LED Display","KSh 7,200",N/A,N/A,2025-07-05
