Name,Current Price,Old Price,Discount,Date
"Lenovo  REFURBRISDED  X240 8GB RAM, 500GB HDD, Intel Core I5, 12.5'' Screen Display, Windows 10 PRO Activated, Office & Basic software Installed +Charger","KSh 15,000","KSh 18,000",17%,2025-07-05
"HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Silver-12.6""","KSh 23,000","KSh 25,000",8%,2025-07-05
"HP EliteBook 820 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 16,700","KSh 21,000",20%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB windows 11 pro installed and activated","KSh 13,500","KSh 15,000",10%,2025-07-05
"Lenovo Refurbished Yoga 11e , 11.6"" X360 Touchscreen Intel Celeron - 500GB HDD- 4GB RAM Windows 10 pro installed Office 2021 activated + Free 16gb Sandisk Flash disk","KSh 14,249","KSh 25,000",43%,2025-07-05
"HP Refurbished 640 G2 8GB RAM,256GB SSD Core I5 6th Gen 14"" Inch Display Laptop WINDOWS 11 PRO ACTIVATED,Office & Basic Softwares Installed","KSh 19,699","KSh 23,000",14%,2025-07-05
"HP EliteBook 830 G6 Core I5-8th Gen-16GB Ram- 256GB SSD- Refurbished- 13.3""-Silver-Win 11 Ultra-Slim (6 Months WRTY)","KSh 33,000","KSh 35,000",6%,2025-07-05
"HP Refurbished EliteBook 820 G3 6th Gen Core I5, 8GB RAM, 256 GB SSD -12.5""","KSh 19,700","KSh 30,000",34%,2025-07-05
"Lenovo Refurbished Thinkpad X240-Core I5,8GB Ram,500GB HDD Storage 12.5'' 6 MONTHS WARRANTY","KSh 16,599","KSh 23,000",28%,2025-07-05
"HP  Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 512GB -12.5"", Sliver Refurbished","KSh 27,499","KSh 35,000",21%,2025-07-05
"HP Refurbished ProBook 640 G5 Intel® Core™ I5-8265u Laptop 35.6 Cm (14"") Full Hd 8 Gb Ddr4-sdram 256 Gb Ssd Wi-fi 6 (802.11ax) Windows 10 Pro","KSh 32,500","KSh 40,000",19%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 25,999","KSh 70,000",63%,2025-07-05
"HP  Refurbished EliteBook 850 G3 Core I5 8GB 256GB SSD 15.6"" Ultra Slim Laptop + Bag - Silver. WINDOWS 11 PRO INSTALLED AND ACTIVATED","KSh 24,500","KSh 25,000",2%,2025-07-05
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" Inch 4GB RAM 500GB HDD Win10, 6 Months WRTY","KSh 16,790","KSh 36,000",53%,2025-07-05
"Lenovo Refurbished, X380 Yoga 2-in-1 Laptop, 13.3in FHD Touchscreen, Intel Core i5-8th gen 16GB DDR4, 256 GB Solid State Drive, Windows 10 Pro (6 Months WRTY)","KSh 43,000",N/A,N/A,2025-07-05
"HP 240 G10, Intel Core i5-1335U, 8GB RAM, 512GB SSD, Windows 11 Pro, 14"" FHD, Silver (1YR WRTY)","KSh 59,999","KSh 62,000",3%,2025-07-05
"Lenovo ThinkPad T480s,Core I7-8th Gen,8GB RAM, 256GB SSD, Refurb Windows 10 Pro","KSh 30,999","KSh 42,000",26%,2025-07-05
"HP  ProBook X360 11 G2 core i5 8GB 256GB SSD 7th generation, 11.6 Inches Touchscreen 2 in 1 refurbished laptop windows 11 pro installed and activated  plus complete charger","KSh 24,000","KSh 26,000",8%,2025-07-05
"HP Refurbished EliteBook 840 G4 Intel Core I5 7th Gen 16GB, 256GB SSD Window10 Trial, 6 Months WRTY","KSh 30,999","KSh 70,000",56%,2025-07-05
"Lenovo Yoga 11e X360 Intel Core I5 7th Gen  8GB 256GB SSD Touchscreen 11.6"" Convertible Laptop With Stylus Pen","KSh 23,500","KSh 28,000",16%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 2.60GHz, 8GB RAM, 256GB SSD","KSh 21,800","KSh 25,000",13%,2025-07-05
"HP Refurbished Probook 640 G2 Intel Core I5 - 6th Generation - 256 SSD- 8GB RAM -14"" - Black","KSh 19,500","KSh 27,999",30%,2025-07-05
HP elitebook 850 G5 Intel Core i5 8th Gen 16GB RAM 256GB SSD 15.6 Inch FHD Display Refurbished,"KSh 33,000","KSh 36,000",8%,2025-07-05
Lenovo Refurbished ThinkPad X1 Yoga X360 Core I7 8GB 512GB SSD 8th Gen 14 Inch FHD Touchscreen,"KSh 47,500","KSh 60,000",21%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 23,999","KSh 70,000",66%,2025-07-05
"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 19,999","KSh 30,000",33%,2025-07-05
"HP Elitebook 830 g5 Touchscreen 8th Generation Intel Core i5 processor 8GB Ram 256 GB SSD storage 13.3"" diagonal Full HD display 6 Months Warranty +  FREE LAPTOP BAG","KSh 30,399","KSh 45,000",32%,2025-07-05
"Western Digital 500GB   Portable External Hard Drive for Windows, USB 3.0 for Plug and Play Ready.","KSh 2,950","KSh 8,000",63%,2025-07-05
HP EliteBook 745 G6 AMD Ryzen 7 PRO 3700U 16GB RAM 256GB SSD 14 Inch- FHD Display,"KSh 37,199","KSh 56,200",34%,2025-07-05
"HP  Refurbished Elitebook 840 G5 8th Generation Core I7, 8GB RAM, 512GB SSD Touchscreen -14"", (6 Months WRTY)","KSh 41,999","KSh 53,000",21%,2025-07-05
"Lenovo Thinkpad T460 Core I5 8GB Ram 256GB HDD, 6th Generation 14″ RENEWED","KSh 23,299","KSh 28,000",17%,2025-07-05
Lenovo Refurbished Yoga 260 X360 Core i5 8GB RAM 256GB SSD Win10 touchscreen/6th generation plus pen,"KSh 21,849","KSh 40,000",45%,2025-07-05
"HP Refurbished Elitebook 820 Core I5, 4GB RAM 500GB HDD -12.5"", Black, 6 Months WRTY","KSh 15,400","KSh 26,000",41%,2025-07-05
"HP Refurbished EliteBook 820 G3 Intel Core I5 8GB-256GB SSD + 500gb HDD 6th Gen Silver-12.6""","KSh 21,499","KSh 29,000",26%,2025-07-05
"DELL Latitude 3189 X360-4GB RAM-128GB SSD-Touchscreen- Intel Pentium -Refurbished-Win 10-Grey-12"" (6 Months WRTY)","KSh 15,499","KSh 16,500",6%,2025-07-05
HP ProBook 430 G5 Intel Core i5 7th Gen 8GB RAM 128GB SSD 14 Inches HD Display refurb,"KSh 24,999","KSh 69,998",64%,2025-07-05
DELL boxable LAPTOP LATITUDE 3189 INTEL CELERON 4GB RAM MEMORY 128GB SSD TOUCH SCREEN  AND X360,"KSh 23,000","KSh 25,000",8%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver, 6 Months WRTY (6 Months WRTY)","KSh 39,999",N/A,N/A,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 500GB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 24,000","KSh 70,000",66%,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Gen , Core I7 , 8GB RAM-SSD 256GB -12.5"", Sliver","KSh 23,499","KSh 30,000",22%,2025-07-05
DELL Latitude 7490 Refurb Core I7-8th Gen 16GB RAM 256GB SSD,"KSh 32,000","KSh 48,000",33%,2025-07-05
"Lenovo Thinkpad X250 Intel Core I5, 8GB-256GB SSD, 12.5'' Black Refurbished, 6 Months WRTY","KSh 15,499","KSh 35,000",56%,2025-07-05
"Lenovo Refurbished, X380 Yoga 2-in-1 Laptop, 13.3in FHD Touchscreen, Intel Core i5-8th gen 8GB DDR4, 256 GB Solid State Drive, Windows 10 Pro (6 Months WRTY)","KSh 31,499","KSh 42,000",25%,2025-07-05
"DELL Latitude E7480,14"" Laptop Core I7-7600U 2.8 GHz, 16GB RAM-DDR4, 256GB SSD-Refurbished","KSh 39,677","KSh 58,000",32%,2025-07-05
"DELL Refurbished Latitude E7250 Intel I5- 8GB RAM 256GB SSD Win 10 Pro 12.5 Inches, 6 Months WRTY","KSh 18,000","KSh 70,000",74%,2025-07-05
"Apple  Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver (6 Months WRTY)","KSh 26,500","KSh 39,999",34%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 2.5GHz 4GB RAM, 500GB HDD ( 2012) - Silver","KSh 22,000","KSh 28,000",21%,2025-07-05
"HP Refurbished Probook 640 G2 Intel Core I5 - 6th Generation - 500GB HDD- 8GB RAM -14"" - Black + FREE LAPTOP BAG","KSh 19,474","KSh 30,000",35%,2025-07-05
"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 21,999","KSh 35,000",37%,2025-07-05
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black, 6 Months WRTY (6 Months WRTY)","KSh 26,999","KSh 35,000",23%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver, 6 Months WRTY","KSh 25,000","KSh 48,000",48%,2025-07-05
"HP Elitebook 840 G5 (Intel Quad-Core I5-8250U, 8GB DDR4 RAM, 256GB SSD)  Refurbished 14"", 6 Months WRTY","KSh 30,000","KSh 39,000",23%,2025-07-05
HP Refurbrished EliteBook X360 1030 G4 Intel Core I5 8th Gen 8GB RAM 256GB SSD 13.3 Inch FHD Touchscreen Display Windows 10 Pro Installed And Activated Plus Complete Charger  (6 Months WRTY),"KSh 40,999","KSh 56,999",28%,2025-07-05
"Lenovo ThinkBook 14 G6, Intel Core I7-13700H, 8GB RAM, 512GB SSD, Windows 11, 14"" WUXGA, Grey","KSh 110,000","KSh 118,000",7%,2025-07-05
DELL  Refurbished Latitude E7250 Intel i5- 8GB RAM 256GB SSD Win 10 Pro 12.5 inches (6 Months WRTY),"KSh 17,498","KSh 27,000",35%,2025-07-05
"HP EliteBook 830 G6 Core I5-8th Gen-8GB Ram- 256GB SSD- Refurbished- 13.3""-Silver-Win 11 Ultra-Slim (6 Months WRTY)","KSh 28,599","KSh 44,000",35%,2025-07-05
"HP Refurbished Elitebook 820 Core I5, 8GB RAM 256GB SSD -12.5"", Black, 6 Months WRTY","KSh 16,999","KSh 20,000",15%,2025-07-05
HP Elitebook745g6Refurbished AMD Ryzen 7 16gb Ram 512ssd  PRO Radeon Graphic 2.20GHz,"KSh 45,000",N/A,N/A,2025-07-05
"HP Refurbished EliteBook 840 G3,Core I5 6th Gen 8GB, 256GB SSD ,NONTouch","KSh 28,000","KSh 35,000",20%,2025-07-05
HP GRAPHICS-HP EliteBook 745 G5 AMD Ryzen 7 PRO 16GB RAM 256GB SSD 14 Inches FHD Display (6 Months WRTY),"KSh 35,000","KSh 50,000",30%,2025-07-05
"HP ProBook 430 G6 Core I5 8th Gen 8GB 256GB SSD 13.3 Inch Laptop Notebook Refurbished , 6 Months WRTY","KSh 34,000","KSh 70,000",51%,2025-07-05
"HP Big Pin 18.5v,3.5A Laptop Adapter Charger",KSh 999,"KSh 1,900",47%,2025-07-05
"Lenovo ThinkPad X250  Core I5, 8GB RAM, 500GB HDD, 12.5'' Refurbished","KSh 24,999",N/A,N/A,2025-07-05
HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished (6 Months WRTY),"KSh 22,999","KSh 32,000",28%,2025-07-05
"HP Refurbished EliteBook 8460p, Intel Core I5, 8GB RAM, 500GB HDD, 14'' + FREE MOUSE","KSh 19,500","KSh 25,000",22%,2025-07-05
"Lenovo ThinkPad X260 Intel  Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 15,999","KSh 26,999",41%,2025-07-05
"HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished, 6 Months WRTY","KSh 16,500","KSh 17,000",3%,2025-07-05
"Lenovo Thinkpad Refurbished X240 - 12.5"" -Core I5 -4GB RAM -500GB HDD- Camera -Windows 10- Black, 6 Months WRTY","KSh 15,000","KSh 23,000",35%,2025-07-05
"HP REFURBISHED ProBook x360 11 G4 EE Intel® Core™ i5 i5-8200Y Hybrid (2-in-1) 29.5 cm (11.6"") Touchscreen HD 8 GB LPDDR3-SDRAM 256 GB SSD Wi-Fi 5 (802.11ac) Windows 10 Pro Black.","KSh 27,000",N/A,N/A,2025-07-05
"HP EliteBook 840 G4,Intel Core I5 7th Gen 16GB RAM 512GB SSD 14 Inches","KSh 31,699","KSh 47,999",34%,2025-07-05
"HP Refurbished EliteBook 820 G3 Core I7 8GB RAM 512GB SSD 6th Gen 12.5"" Ultraslim Laptop","KSh 25,499","KSh 32,000",20%,2025-07-05
"HP Refurbished Elitebook 820 Core I5, 4GB RAM 500GB HDD -12.5"", Black, 6 Months WRTY","KSh 15,799","KSh 18,500",15%,2025-07-05
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 1TB HDD, 8GB RAM, Windows 10 PRO (6 Months WRTY)","KSh 25,000","KSh 45,999",46%,2025-07-05
"Apple Refurbished MacBook Pro 13.3"" Core I5 8GB RAM 1TB HDD ( 2012)  2.5GHz- Silver , 6 Months WRTY","KSh 26,000","KSh 27,000",4%,2025-07-05
"HP  REFURBISHED EliteBook 840 G1 Intel Core I5 14"" INCHES 500GB HDD 8GB Ram 'TOUCHSCREEN'","KSh 19,799","KSh 25,000",21%,2025-07-05
HP EliteBook 840 G4 Core i5-7th Gen-8GB RAM 256GB SSD-Refurbished-14-Inches 6 months warranty,"KSh 33,000",N/A,N/A,2025-07-05
HP Refurbished EliteBook 840 G3  Intel Core I5 8 GB RAM SDD 256GB,"KSh 29,999",N/A,N/A,2025-07-05
"Lenovo ThinkPad L480 Refurb 14' Intel Core I5 8250U 8th Gen Win 10 (16GB RAM, 512GB SSD)","KSh 34,799","KSh 44,000",21%,2025-07-05
"Lenovo Refurbished Thinkpad T460S Core I5 8GB Ram 256GB SDD, 6th Generation 14Inches","KSh 19,500","KSh 23,000",15%,2025-07-05
HP Elitebook 840 G3 Intel Core i5 6th Gen 8GB RAM 256GB SSD 14 Inches FHD Display Refurbished,"KSh 20,498","KSh 32,000",36%,2025-07-05
"HP Elitebook 840 G5 (Intel Quad-Core I5-8250U, 8GB DDR4 RAM, 256GB SSD)  Refurbished 14"", 6 Months WRTY","KSh 34,500","KSh 70,000",51%,2025-07-05
"HP EliteBook 830 G5 Core I5 8250U 16GB 256GB -Refurbished-13.3""'.Silver","KSh 29,999","KSh 40,000",25%,2025-07-05
"Lenovo Yoga 260 X360 Touchscreen-Core I5-8GB RAM-256GB SSD 6th Gen-Reburbished 6 months warranty 13""-Black","KSh 32,000",N/A,N/A,2025-07-05
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 16,500","KSh 22,500",27%,2025-07-05
"HP 8GB RAM 256GB SSD Storage, EliteBook 820 G1 Intel Core I5  Slim Ultrabook Refurbished Laptop, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 22,100","KSh 35,000",37%,2025-07-05
"Apple  Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012) 2.5GHz- Silver","KSh 26,499","KSh 39,999",34%,2025-07-05
"Lenovo  E14 Gen 6,  Intel® Core™ Ultra 7 155H Processor, Intel® Arc™ Graphics, 16 GB DDR5-5600, 512 GB SSD PCIe, 1080P FHD RGB with Microphone and Privacy Shutter,14"" WUXGA, Ultraslim Notebook, NO OS, CLOUD GREY , 1 Year Warranty","KSh 136,000","KSh 140,000",3%,2025-07-05
"DELL Latitude 7490 Refurbished : Intel Core I5-8th Generation,8GB RAM, 256GB SSD, Windows 10 Pro, 14"" FHD Display, Intel UHD Graphics 620","KSh 30,500","KSh 45,000",32%,2025-07-05
"DELL Refurbished Latitude 3390 2 in 1 X360 Core I5, 8TH Generation 16GB RAM, 512GB SSD 13.3 Inch touch windows 11 pro installed and office 2021 activated + FREE WIRELESS MOUSE","KSh 32,299","KSh 50,000",35%,2025-07-05
"HP Refurbished EliteBook 820 G3 Core I5 16GB-1TB HDD Silver-12.6"" 6th Gen","KSh 24,500","KSh 34,000",28%,2025-07-05
"Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth, HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension.","KSh 19,999","KSh 35,000",43%,2025-07-05
"HP EliteBook 840 G3 Intel Core I7 -8GB Ram-256GB SSD-14""-Silver WIN 10 6th Gen Refurbished","KSh 24,999","KSh 30,000",17%,2025-07-05
3 Pin UK Power Cord Cable Fuse PC Computer Monitor,KSh 835,"KSh 1,500",44%,2025-07-05
"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished, 6 Months WRTY","KSh 32,000","KSh 45,000",29%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 25,800","KSh 27,500",6%,2025-07-05
"HP Elitebook 840 G1 Core I5, 8GB RAM 256GB SDD 14"" Refurbished","KSh 17,499","KSh 27,999",38%,2025-07-05
"HP EliteBook 840 G3 Core I5 6th Gen, 8GB RAM 256GB SSD -12.5"", Siliver Refurbished","KSh 22,500","KSh 35,505",37%,2025-07-05
"DELL  Latitude E7240 Core I5, 8GB Ram, 256GB Ssd 12.5” Refurbished, 6 Months WRTY","KSh 22,000","KSh 70,000",69%,2025-07-05
"HP REFURBISHED ELITEBOOK 840 4TH GEN CORE I5 8GB 1 TB 14"", WINDOWS 10 (6 Months WRTY)","KSh 19,999","KSh 45,000",56%,2025-07-05
"HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Silver-12.6"", 6 Months WRTY","KSh 23,000","KSh 49,900",54%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 18,900","KSh 70,000",73%,2025-07-05
"HP Elitebook 8GB RAM, 128GB Fast SSD  Refurbished  14'' Inches Screen Display, Intel Core i5 Laptop & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic software Installed + Free Bag + Charger + Mouse Pad + Free wireless Mouse + Free Extension","KSh 18,600","KSh 20,000",7%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 27,000","KSh 28,000",4%,2025-07-05
"DELL Latitude 5440  INTEL CORE I5- 13TH GEN, 8GB DDR4 3200, 512GB NVMe SSD, 14.0 Inch FHD (1920x1080) Non-Touch, AG, IPS, 250 Nits, FHD Cam, WLAN/WWAN(4G) , Backlit Keyboard,Ubuntu 22.04 LTS, Finger Print Reader,  FHD Camera,","KSh 151,000","KSh 155,000",3%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 26,000","KSh 36,000",28%,2025-07-05
"HP Refurbished EliteBook Intel Core I5, 8GB RAM, 500GB HDD, 14'' Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad","KSh 19,500","KSh 26,000",25%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 15,999","KSh 70,000",77%,2025-07-05
HP EliteBook 820 G3 Intel Core I7 6th Gen 8GB RAM 256GB SSD 12.5 Inches,"KSh 31,897","KSh 37,000",14%,2025-07-05
Asus Zenbook 14 OLED (UX3405M) 14.0-inch 3K (2880 x 1800) OLED Display Intel® Core™ Ultra 7 Processor 155H 1.4 GHz,"KSh 229,500","KSh 230,500",1%,2025-07-05
"HP Refurbished ProBook 11 G2, Core I3 6th Gen, 500GB HDD, 8GB RAM,12"" TouchScreen","KSh 24,500",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad T460 Core I5 8GB Ram 500GB HDD, 6th Generation 14″","KSh 27,000",N/A,N/A,2025-07-05
"HP Refurbished Elitebook 820 G3 Core I5, 16GB RAM, 500 GB SSD -12.5""","KSh 23,499","KSh 30,000",22%,2025-07-05
DELL Latitude 5300 Refurbished Core i5 -8365u 8th Generation 8GB RAM 256GB SSD Touchscreen,"KSh 40,000",N/A,N/A,2025-07-05
"Lenovo Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black Refurbished Win 10, 6 Months WRTY","KSh 14,999","KSh 70,000",79%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256GB -14"", Sliver (6M WRTY)","KSh 25,599","KSh 46,999",46%,2025-07-05
"HP EliteBook Folio 9480M 14in Core i5 8GB Ram 500GB silver Refurbished, 6 Months WRTY","KSh 22,500","KSh 28,000",20%,2025-07-05
HP Elitebook 840 G1 8GB RAM 1 TB Storage Refurbished Intel Core I5,"KSh 19,899","KSh 23,000",13%,2025-07-05
"HP ProBook 430 G6 Core I5 8th Gen 8GB 512GB SSD 13.3 Inch Laptop Notebook Refurbished, 6 Months WRTY","KSh 45,000","KSh 70,000",36%,2025-07-05
HP  Refurbrished Elitebook 840 G1 has a 14.0-inch display. An Intel Core i5 4th gen 8GB DDR3 RAM 500gb hdd.windows 10 pro installed and activated,"KSh 17,000","KSh 20,000",15%,2025-07-05
"HP EliteBook 840 G3 Core I5 6th Gen, 8GB RAM 256GB SSD -12.5"", Sliver Refurbished","KSh 22,400","KSh 26,000",14%,2025-07-05
"DELL  Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 20,599","KSh 30,000",31%,2025-07-05
HP REFURBISHE 430 G5 Intel(R) Core(TM) i5 7th Generation 8GB RAM 128 SSD Windows 10,"KSh 24,500","KSh 27,500",11%,2025-07-05
"DELL Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM 256GB SSD, 12.5"" Refurbished, 6 Months WRTY","KSh 17,998","KSh 70,000",74%,2025-07-05
"HP Refurbished Elitebook 840 G5 8th Generation Core I7, 8GB RAM, 512GB SSD Touchscreen -14"", 6 Months WRTY","KSh 45,000","KSh 58,000",22%,2025-07-05
"HP Refurbished EliteBook 820 , Intel Core I5, 8GB RAM, 500GB HDD, 6 Months WRTY","KSh 17,000","KSh 22,000",23%,2025-07-05
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 24,999","KSh 35,000",29%,2025-07-05
HP REFURBISHED ProBook 640 G4 Intel Core i5 8th Gen 16GB RAM 256GB SSD TOUCHSCEEN 14 Inches HD Display,"KSh 35,000",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad X240-Core I5,8GB,500GB HDD 12.5'', 6 Months WRTY","KSh 15,389","KSh 23,600",35%,2025-07-05
"Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch Windows 10, 6 Months WRTY","KSh 16,000","KSh 26,999",41%,2025-07-05
Lenovo  REFURBISHED X1 Carbon G5 Intel(R) Core(TM) i7-6th Gen 16GB RAM 512GB SSD,"KSh 45,000",N/A,N/A,2025-07-05
HP EliteBook 840 G4 Refurbished Intel Core I5 7th Gen 16GB RAM 256GB SSD 14 Inches,"KSh 36,199","KSh 53,399",32%,2025-07-05
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 25,999","KSh 30,000",13%,2025-07-05
"Lenovo IdeaPad 1 15IAU7,  Intel&reg; Core&trade; I7-1255U,  Intel&reg; Iris&reg; Xe Graphics, 8GB Soldered Up To 16GB  DDR4-3200, 512GB SSD","KSh 94,200","KSh 100,500",6%,2025-07-05
Lenovo Thinkpad T480 Intel i5 8th Gen 8GB RAM  256GB  SSD STORAGE WINDOWS  11 PRO OFFICE 2021 ACTIVATED + FREE LAPTOP BAG,"KSh 23,274","KSh 40,000",42%,2025-07-05
"DELL Refurbrished Latitude 7280, Core I5 -6300U 6th Gen 8GB RAM, 256GB SSD 6 MONTHS WARRANTY","KSh 19,500","KSh 26,000",25%,2025-07-05
HP  EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished (6 Months WRTY),"KSh 22,899","KSh 32,000",28%,2025-07-05
"HP REFURBISHED EliteBook 840 G8 14"" Notebook Full HD - 1920 x 1080 - Core i5 (11th Gen) i7-1145G7 - 8 GB RAM - 256 GB M.2 SSD - Intel SoC  Windows 11 Pro - Intel Iris Xe Graphics - English Keyboard","KSh 70,800","KSh 80,000",12%,2025-07-05
"Lenovo ThinkPad- T440P, Core I5, 8GB Ram, 128GB SSD, Windows 10 Pro 64bit","KSh 26,997","KSh 30,000",10%,2025-07-05
"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished (6 M WRTY)","KSh 37,999","KSh 54,000",30%,2025-07-05
"Lenovo  ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch Windows 10, 6 Months WRTY","KSh 17,000","KSh 70,000",76%,2025-07-05
"DELL Refurbished Latitude E7250 Intel i5- 8GB RAM 256GB SSD Win 10 Pro 12.5 inches, 6 Months WRTY","KSh 21,000","KSh 70,000",70%,2025-07-05
"Lenovo X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro laptop, 6 Months WRTY","KSh 17,000","KSh 18,000",6%,2025-07-05
"HP ProBook 430 G6 Core I5 8th Gen 8GB 512GB SSD 13.3 Inch Laptop Notebook Refurbished, 6 Months WRTY","KSh 40,000","KSh 70,000",43%,2025-07-05
"Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 15,200","KSh 25,200",40%,2025-07-05
HP Original Type C Charger,"KSh 4,500",N/A,N/A,2025-07-05
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY","KSh 25,000","KSh 30,000",17%,2025-07-05
"Lenovo ThinkPad X250 Refurbished Core I5,8GB RAM, 256GB SSD,12.5 Inch  6 Months WRTY","KSh 16,499","KSh 26,000",37%,2025-07-05
"HP EliteBook X360 1030 G2, 13.3"", Intel Core I5 2.6 GHz, 8GB RAM, 256 GB SSD -Refurbished","KSh 47,799","KSh 56,000",15%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e Intel Celeron,X360 Touchscreen 8GB RAM ,320GB HDD Windows 10 pro 64bit And Office 2021 activated + Free 16gb SANDISK Flash drive","KSh 23,750","KSh 25,000",5%,2025-07-05
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 27,000",N/A,N/A,2025-07-05
